local_file_weight, local_file, rouge-1 f1-score, rouge-1 precision, rouge-1 recall,rouge-2 f1-score, rouge-2 precision, rouge-2 recall, rouge-l f1-score, rouge-l precision, rouge-l recall, bleu-1, bleu-2, bleu-3, bleu-4
1,0,0.2651685363053907,0.16275862068965516,0.7151515151515152,0.12177985704416884,0.07098976109215017,0.4279835390946502,0.23595505315932339,0.14482758620689656,0.6363636363636364,0.11517367458866544,0.06355738454503888,0.04483074107959743,0.037986270022883295
1,1,0.35960590667087294,0.28515625,0.4866666666666667,0.11708860312615182,0.0883054892601432,0.17370892018779344,0.3300492564245675,0.26171875,0.44666666666666666,0.2992831541218638,0.11131059245960502,0.05395683453237411,0.03243243243243243
1,2,0.33173076518780054,0.23076923076923078,0.5897435897435898,0.12383900553019786,0.08264462809917356,0.24691358024691357,0.29807691903395434,0.20735785953177258,0.5299145299145299,0.16477272727272724,0.0671217292377702,0.03189066059225513,0.01824401368301027
1,3,0.3469387711358693,0.2562814070351759,0.5368421052631579,0.16981131659676496,0.12040133779264214,0.288,0.34013605004743397,0.25125628140703515,0.5263157894736842,0.2536585365853658,0.11735941320293396,0.08088235294117649,0.06142506142506144
1,4,0.24769433138506566,0.1558872305140962,0.6025641025641025,0.06776989479514231,0.04060434372049103,0.20476190476190476,0.21870882413868886,0.13764510779436154,0.532051282051282,0.1377072819033886,0.048340548340548344,0.021660649819494584,0.008670520231213872
1,5,0.2671755686390654,0.18134715025906736,0.5072463768115942,0.08333332978533965,0.05415162454873646,0.18072289156626506,0.23664121749402717,0.16062176165803108,0.4492753623188406,0.21203438395415472,0.0574712643678161,0.028818443804034585,0.020231213872832374
1,6,0.4110854454104507,0.36929460580912865,0.4635416666666667,0.1486675969193245,0.12211981566820276,0.18996415770609318,0.360277131322691,0.3236514522821577,0.40625,0.3103448275862069,0.1102257636122178,0.04388297872340426,0.021304926764314253
1,7,0.4298507413011361,0.39779005524861877,0.4675324675324675,0.12916666178550365,0.11191335740072202,0.15270935960591134,0.40597014428621075,0.3756906077348066,0.44155844155844154,0.3972602739726027,0.12362637362637363,0.04958677685950414,0.03038674033149172
1,8,0.3999999955061984,0.30344827586206896,0.5866666666666667,0.19074333398433033,0.13229571984435798,0.3417085427135678,0.37272726823347113,0.2827586206896552,0.5466666666666666,0.22305764411027568,0.10790464240903386,0.07286432160804021,0.05786163522012578
1,9,0.35897435418955564,0.2972972972972973,0.45294117647058824,0.14953270552498535,0.12244897959183673,0.192,0.32167831689351833,0.26640926640926643,0.40588235294117647,0.3578336557059962,0.13372093023255813,0.07961165048543689,0.060311284046692615
2,0,0.2651685363053907,0.16275862068965516,0.7151515151515152,0.12170859908194019,0.07094133697135062,0.4279835390946502,0.23595505315932339,0.14482758620689656,0.6363636363636364,0.11517367458866544,0.06355738454503888,0.04483074107959743,0.037986270022883295
2,1,0.35960590667087294,0.28515625,0.4866666666666667,0.11708860312615182,0.0883054892601432,0.17370892018779344,0.3300492564245675,0.26171875,0.44666666666666666,0.2992831541218638,0.11131059245960502,0.05395683453237411,0.03243243243243243
2,2,0.33173076518780054,0.23076923076923078,0.5897435897435898,0.12364760057380526,0.08247422680412371,0.24691358024691357,0.29807691903395434,0.20735785953177258,0.5299145299145299,0.16514806378132119,0.06727480045610036,0.0319634703196347,0.018285714285714284
2,3,0.3469387711358693,0.2562814070351759,0.5368421052631579,0.16981131659676496,0.12040133779264214,0.288,0.34013605004743397,0.25125628140703515,0.5263157894736842,0.2536585365853658,0.11735941320293396,0.08088235294117649,0.06142506142506144
2,4,0.24769433138506566,0.1558872305140962,0.6025641025641025,0.06776989479514231,0.04060434372049103,0.20476190476190476,0.21870882413868886,0.13764510779436154,0.532051282051282,0.1377072819033886,0.048340548340548344,0.021660649819494584,0.008670520231213872
2,5,0.2671755686390654,0.18134715025906736,0.5072463768115942,0.08333332978533965,0.05415162454873646,0.18072289156626506,0.23664121749402717,0.16062176165803108,0.4492753623188406,0.21203438395415472,0.0574712643678161,0.028818443804034585,0.020231213872832374
2,6,0.4110854454104507,0.36929460580912865,0.4635416666666667,0.14586254783096544,0.11981566820276497,0.1863799283154122,0.36489606896703275,0.3278008298755187,0.4114583333333333,0.30657894736842106,0.11067193675889331,0.043535620052770445,0.021136063408190228
2,7,0.4298507413011361,0.39779005524861877,0.4675324675324675,0.12916666178550365,0.11191335740072202,0.15270935960591134,0.40597014428621075,0.3756906077348066,0.44155844155844154,0.3972602739726027,0.12362637362637363,0.04958677685950414,0.03038674033149172
2,8,0.3999999955061984,0.30344827586206896,0.5866666666666667,0.19047618645556272,0.13203883495145632,0.3417085427135678,0.37272726823347113,0.2827586206896552,0.5466666666666666,0.22305764411027568,0.10790464240903386,0.07286432160804021,0.05786163522012578
2,9,0.35897435418955564,0.2972972972972973,0.45294117647058824,0.14953270552498535,0.12244897959183673,0.192,0.32167831689351833,0.26640926640926643,0.40588235294117647,0.3578336557059962,0.13372093023255813,0.07961165048543689,0.060311284046692615
3,0,0.2636871478305921,0.16164383561643836,0.7151515151515152,0.12188043866826512,0.07094594594594594,0.43209876543209874,0.23463686850098311,0.14383561643835616,0.6363636363636364,0.11433756805807622,0.0630957784838856,0.04450499545867394,0.03771013175829168
3,1,0.36228287373852436,0.2885375494071146,0.4866666666666667,0.12159999550689299,0.09223300970873786,0.1784037558685446,0.32754341964423156,0.2608695652173913,0.44,0.302536231884058,0.11433756805807622,0.056363636363636366,0.03460837887067395
3,2,0.33173076518780054,0.23076923076923078,0.5897435897435898,0.12364760057380526,0.08247422680412371,0.24691358024691357,0.29807691903395434,0.20735785953177258,0.5299145299145299,0.16514806378132119,0.06727480045610036,0.0319634703196347,0.018285714285714284
3,3,0.3469387711358693,0.2562814070351759,0.5368421052631579,0.16981131659676496,0.12040133779264214,0.288,0.34013605004743397,0.25125628140703515,0.5263157894736842,0.2536585365853658,0.11735941320293396,0.08088235294117649,0.06142506142506144
3,4,0.24769433138506566,0.1558872305140962,0.6025641025641025,0.06776989479514231,0.04060434372049103,0.20476190476190476,0.21870882413868886,0.13764510779436154,0.532051282051282,0.1378066378066378,0.04837545126353791,0.02167630057803468,0.008676789587852495
3,5,0.2671755686390654,0.18134715025906736,0.5072463768115942,0.08333332978533965,0.05415162454873646,0.18072289156626506,0.23664121749402717,0.16062176165803108,0.4492753623188406,0.21203438395415472,0.0574712643678161,0.028818443804034585,0.020231213872832374
3,6,0.4110854454104507,0.36929460580912865,0.4635416666666667,0.14586254783096544,0.11981566820276497,0.1863799283154122,0.36489606896703275,0.3278008298755187,0.4114583333333333,0.30657894736842106,0.11067193675889331,0.043535620052770445,0.021136063408190228
3,7,0.4298507413011361,0.39779005524861877,0.4675324675324675,0.12916666178550365,0.11191335740072202,0.15270935960591134,0.40597014428621075,0.3756906077348066,0.44155844155844154,0.3972602739726027,0.12362637362637363,0.04958677685950414,0.03038674033149172
3,8,0.3999999955061984,0.30344827586206896,0.5866666666666667,0.19047618645556272,0.13203883495145632,0.3417085427135678,0.37272726823347113,0.2827586206896552,0.5466666666666666,0.22305764411027568,0.10790464240903386,0.07286432160804021,0.05786163522012578
3,9,0.35897435418955564,0.2972972972972973,0.45294117647058824,0.14953270552498535,0.12244897959183673,0.192,0.32167831689351833,0.26640926640926643,0.40588235294117647,0.3578336557059962,0.13372093023255813,0.07961165048543689,0.060311284046692615
4,0,0.26621923636360223,0.16323731138545952,0.7212121212121212,0.1228273440464829,0.07147673634524612,0.43621399176954734,0.23713646231438526,0.14540466392318244,0.6424242424242425,0.11432444645277903,0.06329113924050633,0.04432383536861148,0.03755656108597285
4,1,0.36228287373852436,0.2885375494071146,0.4866666666666667,0.12159999550689299,0.09223300970873786,0.1784037558685446,0.32754341964423156,0.2608695652173913,0.44,0.302536231884058,0.11433756805807622,0.056363636363636366,0.03460837887067395
4,2,0.33173076518780054,0.23076923076923078,0.5897435897435898,0.12364760057380526,0.08247422680412371,0.24691358024691357,0.29807691903395434,0.20735785953177258,0.5299145299145299,0.16496018202502843,0.06719817767653759,0.03192702394526795,0.018264840182648404
4,3,0.3469387711358693,0.2562814070351759,0.5368421052631579,0.16981131659676496,0.12040133779264214,0.288,0.34013605004743397,0.25125628140703515,0.5263157894736842,0.2536585365853658,0.11735941320293396,0.08088235294117649,0.06142506142506144
4,4,0.24769433138506566,0.1558872305140962,0.6025641025641025,0.06776989479514231,0.04060434372049103,0.20476190476190476,0.21870882413868886,0.13764510779436154,0.532051282051282,0.1378066378066378,0.04837545126353791,0.02167630057803468,0.008676789587852495
4,5,0.2671755686390654,0.18134715025906736,0.5072463768115942,0.08333332978533965,0.05415162454873646,0.18072289156626506,0.23664121749402717,0.16062176165803108,0.4492753623188406,0.21203438395415472,0.0574712643678161,0.028818443804034585,0.020231213872832374
4,6,0.4110854454104507,0.36929460580912865,0.4635416666666667,0.14586254783096544,0.11981566820276497,0.1863799283154122,0.36489606896703275,0.3278008298755187,0.4114583333333333,0.30657894736842106,0.11067193675889331,0.043535620052770445,0.021136063408190228
4,7,0.4298507413011361,0.39779005524861877,0.4675324675324675,0.12916666178550365,0.11191335740072202,0.15270935960591134,0.4119402935399421,0.3812154696132597,0.44805194805194803,0.3972602739726027,0.12362637362637363,0.04958677685950414,0.03038674033149172
4,8,0.3999999955061984,0.30344827586206896,0.5866666666666667,0.19074333398433033,0.13229571984435798,0.3417085427135678,0.37272726823347113,0.2827586206896552,0.5466666666666666,0.22305764411027568,0.10790464240903386,0.07286432160804021,0.05786163522012578
4,9,0.35897435418955564,0.2972972972972973,0.45294117647058824,0.14953270552498535,0.12244897959183673,0.192,0.32167831689351833,0.26640926640926643,0.40588235294117647,0.3578336557059962,0.13372093023255813,0.07961165048543689,0.060311284046692615
5,0,0.26875699586757273,0.16483516483516483,0.7272727272727273,0.1228273440464829,0.07147673634524612,0.43621399176954734,0.23964165432222,0.14697802197802198,0.6484848484848484,0.1140035906642729,0.06331387516838796,0.04402515723270441,0.03730337078651685
5,1,0.36228287373852436,0.2885375494071146,0.4866666666666667,0.12159999550689299,0.09223300970873786,0.1784037558685446,0.32754341964423156,0.2608695652173913,0.44,0.302536231884058,0.11433756805807622,0.056363636363636366,0.03460837887067395
5,2,0.33173076518780054,0.23076923076923078,0.5897435897435898,0.12364760057380526,0.08247422680412371,0.24691358024691357,0.29807691903395434,0.20735785953177258,0.5299145299145299,0.16514806378132119,0.06727480045610036,0.0319634703196347,0.018285714285714284
5,3,0.3469387711358693,0.2562814070351759,0.5368421052631579,0.16981131659676496,0.12040133779264214,0.288,0.34013605004743397,0.25125628140703515,0.5263157894736842,0.2536585365853658,0.11735941320293396,0.08088235294117649,0.06142506142506144
5,4,0.24769433138506566,0.1558872305140962,0.6025641025641025,0.06776989479514231,0.04060434372049103,0.20476190476190476,0.21870882413868886,0.13764510779436154,0.532051282051282,0.1378066378066378,0.04837545126353791,0.02167630057803468,0.008676789587852495
5,5,0.2671755686390654,0.18134715025906736,0.5072463768115942,0.08333332978533965,0.05415162454873646,0.18072289156626506,0.23664121749402717,0.16062176165803108,0.4492753623188406,0.21203438395415472,0.0574712643678161,0.028818443804034585,0.020231213872832374
5,6,0.4110854454104507,0.36929460580912865,0.4635416666666667,0.1460674109642487,0.12009237875288684,0.1863799283154122,0.36489606896703275,0.3278008298755187,0.4114583333333333,0.30657894736842106,0.11067193675889331,0.043535620052770445,0.021136063408190228
5,7,0.4298507413011361,0.39779005524861877,0.4675324675324675,0.12916666178550365,0.11191335740072202,0.15270935960591134,0.4119402935399421,0.3812154696132597,0.44805194805194803,0.3972602739726027,0.12362637362637363,0.04958677685950414,0.03038674033149172
5,8,0.4027149276427592,0.3047945205479452,0.5933333333333334,0.19060773082037338,0.13142857142857142,0.34673366834170855,0.36651583262013476,0.2773972602739726,0.54,0.218026796589525,0.10853658536585363,0.07326007326007325,0.057457212713936445
5,9,0.35897435418955564,0.2972972972972973,0.45294117647058824,0.14930015076829323,0.12213740458015267,0.192,0.32167831689351833,0.26640926640926643,0.40588235294117647,0.35658914728682173,0.13398058252427186,0.07976653696498053,0.060428849902534096
6,0,0.26875699586757273,0.16483516483516483,0.7272727272727273,0.12275622224889016,0.07142857142857142,0.43621399176954734,0.23964165432222,0.14697802197802198,0.6484848484848484,0.11390134529147984,0.06325706594885601,0.04398563734290844,0.03726986977997305
6,1,0.36228287373852436,0.2885375494071146,0.4866666666666667,0.12159999550689299,0.09223300970873786,0.1784037558685446,0.322580640487904,0.25691699604743085,0.43333333333333335,0.30144404332129965,0.11392405063291142,0.056159420289855065,0.03448275862068965
6,2,0.33173076518780054,0.23076923076923078,0.5897435897435898,0.12364760057380526,0.08247422680412371,0.24691358024691357,0.29807691903395434,0.20735785953177258,0.5299145299145299,0.16496018202502843,0.06719817767653759,0.03192702394526795,0.018264840182648404
